CourseId,Review,Label,language,sentiment,clean_review
financial-engineering-1,Very good course!,5,en,positive,good course
conflict-resolution-skills,This is a joke right?5 minutes long videos with questions after it shall teach me effective?!you guys are ridiculous!,1,en,negative,joke minute long video question shall teach guy ridiculous
user-experience-design,"This course is a useful if superficial introduction. The concepts presented are pretty basic, but foundational. The quizzes are very easy.The instructor covers the topic in a pleasant and clear way. I would, however, have liked examples of a more visual nature (show don't tell).Ironically, the course materials show disappointingly little concern for user experience or design. The slides look like they were thrown together in a rush and without much care for design or even spell-checking. The quiz multiple choice answers are laid out in an awful, confusing, anti-UX way. Someone should spend a few minutes fixing all of this.",3,en,neutral,course useful superficial introduction concept present pretty basic foundational quiz instructor cover topic pleasant clear way like example visual nature course material disappointingly little concern user experience design slide look like throw rush care design spell checking quiz multiple choice answer lay awful confusing anti ux way spend minute fix
functional-mri-2,"Disappointed that it's all theory and no application. I know there are a ton of differeint fMRI processing pipelines, but even just to walk through one would be much more useful.",3,en,neutral,disappoint theory application know ton differeint fmri processing pipeline walk useful
game-theory-1,"this is an interesting class, but not easy. learned much useful information from this.",5,en,positive,interesting class easy learn useful information
python,Really good course for a person who is new to programming although writing assignments with the autograder is a bit irritating as it catches mistakes like an extra space or small and capital so make sure u take care of these small issues,5,en,positive,good course person new program write assignment autograder bit irritate catch mistake like extra space small capital sure u care small issue
robotics-learning,"Very important materials are explained super briefly. I would only suggest it for getting familiar with the estimation ""keywords and terminologies"" or for someone who wants to brush up his/her prior knowledge in estimation. The total session time for all 4 weeks together is only a few hours and the homeworks do not cover the session topics.",2,en,negative,important material explain super briefly suggest get familiar estimation keyword terminology want brush prior knowledge estimation total session time week hour homework cover session topic
game-development,"""Introduction to Game Development"" was amazing course personally. Through taking the course, I gained a greater appreciation and interest in creating and developing games.",5,en,positive,introduction game development amazing course personally take course gain great appreciation interest create develop game
dyslexia-difficulties,Not very well put together. It marked some answers as wrong that were actually correct.,1,en,negative,mark answer wrong actually correct
python,easy to get start with python,5,en,positive,easy start python
network-biology,"It was interesting and informative course. However, I found difficulty in relating lessons and get true meaning of the course",3,en,neutral,interesting informative course find difficulty relate lesson true meaning course
time-value-money,the whole waste of time and energy,1,en,negative,waste time energy
video-game-world,"The course is ok, but it doesn't give any certificate of completition for free users (something that many other course do give).",3,en,neutral,course ok certificate completition free user course
graphic-design-history,"A nice introductory course.However, I found the latter half of the course too skewed towards the USA.",3,en,neutral,nice introductory find half course skewed usa
finance-for-non-finance-managers,For me it was boring and too specific. I had a great difficult in understanding it....I quitted before ending.,1,en,negative,boring specific great difficult understand quit end
iot,Very easy course,5,en,positive,easy course
predictive-analytics,"the ""practical"" part is not really existent",3,en,neutral,practical existent
learning-how-to-learn,"Very good. Lots of worthwhile suggestions, and a ton of references for further study.",5,en,positive,good lot worthwhile suggestion ton reference study
build-data-science-team,"For most people this might be four stars. There is solid content here, but I couldn't help but feel a lot of this stuff is fairly standard OD/management material and in some ways, it felt like asking, say, a project manager to deliver a data science course. If you have never done any managerial training or read material on intrinsic motivation, org and team culture, then you will get value. For me this was pretty stock",3,en,neutral,people star solid content help feel lot stuff fairly standard od management material way feel like ask project manager deliver data science course managerial training read material intrinsic motivation org team culture value pretty stock
employee-performance,It is a facet that any organization needs work on. It helps with overall engagement and retention of employees.,5,en,positive,facet organization need work help overall engagement retention employee
python-databases,"Assignments are very easy, and there aren't easy to follow notes that one can use instead of always having to watch the videos.",3,en,neutral,assignment easy easy follow note use instead have watch video
python-data,"Great course for Python beginners. Thanks, Charles!",5,en,positive,great course python beginner thank charle
decision-making,"This course has several highlights, very good structure, organization, concepts, experience and the msg of each vide is very good transmitted",5,en,positive,course highlight good structure organization concept experience msg vide good transmit
robotics-motion-planning,The materials are not deep enough. And the programming assignments are just so-so.,3,en,neutral,material deep programming assignment
learning-how-to-learn,"I found difficult to navigate within the course and the style of the course is not very modern. I felt difficult to follow the whole program, which might be also linked to my level of English that might not have been good enough, considering the technical vocabulary used in the program. However some interesting and very concrete tips to learn",2,en,negative,find difficult navigate course style course modern feel difficult follow program link level english good consider technical vocabulary program interesting concrete tip learn
datavisualization,Carefully designed to provide an overview of data visualization concepts which are important for any data scientist.,5,en,positive,carefully design provide overview datum visualization concept important data scientist
creative-problem-solving,"After about one hour the only things I learnt is to do ""stuff"" in different way (too vague concept) and the basic of photography.",1,en,negative,hour thing learn stuff different way vague concept basic photography
introclassicalmusic,Simply great...one of the best courses i've ever done,5,en,positive,simply great good course
introcss,great way of representing things.Must learn for a new-bee in web technologies.,5,en,positive,great way represent learn new bee web technology
ml-clustering-and-retrieval,the homework is getting easy,3,en,neutral,homework get easy
solar-cell,"I love the scale-up part of the course. It gives me a great insight of upscaling of solar cells. But in general, the course is lack of content in depth. I would prefer a more hard core course with detailed explanation of the working mechanism of solar cells.",3,en,neutral,love scale course give great insight upscaling solar cell general course lack content depth prefer hard core course detailed explanation work mechanism solar cell
javascript,Bloody coursei am very much angry with this course,1,en,negative,bloody coursei angry course
grammar-punctuation,Short course.Please add more content to it.,3,en,neutral,short add content
regression-models,Should cover a lot of dfificuties when the model assumptions are violated and should be for a longer time or having a second course about this theme.,2,en,negative,cover lot dfificutie model assumption violate long time have second course theme
marketing-channels,It has to be more practical oriented with real-time exercises to gain valuable skills,4,en,positive,practical orient real time exercise gain valuable skill
getting-started-with-essay-writing,"Its ok, I didn't learn a little and I didn't learn a lot.",3,en,neutral,ok learn little learn lot
python,it's too basic for my taste.,3,en,neutral,basic taste
compensation-management,Too US-centric. Very strange concept of non-monetary benefits. It very common to forgo cash remuneration for non-monetary benefits (mainly for tax advantages) which was largely ignored in this course.,1,en,negative,centric strange concept non monetary benefit common forgo cash remuneration non monetary benefit mainly tax advantage largely ignore course
grammar-punctuation,"It was a good start, but I wish the assignments were a little bit harder.",3,en,neutral,good start wish assignment little bit hard
progfun2,"The presented material wasn't coherent for me, I didn't walk away with knowledge of functional design principles for larger/complex software. The topics presented seems just a bunch of topics next to each other.",2,en,negative,present material coherent walk away knowledge functional design principle large complex software topic present bunch topic
analytics-excel,"The importance of this course is huge. However, I did miss better explanation from some topics...",3,en,neutral,importance course huge miss well explanation topic
epidemics,"Was an interesting course but, at least to me, seemed to lack relevant material I was hoping for. When Addressing the concepts of Ebola, SARS, or the concepts of anti-vaccination the content was vague. But overall I thought the course was very informative on the concepts of how infections can spread and how we can track the movements in order to help control infection rates. I will definitely be going back to rewatch some of these lectures in the future.",3,en,neutral,interesting course lack relevant material hop address concept ebola sar concept anti vaccination content vague overall think course informative concept infection spread track movement order help control infection rate definitely go rewatch lecture future
motivate-people-teams,"This is a great course, and it can help you a lot to learn how to understand the motivation process, how to figure out what you may be doing wrong communicating with your team, and how to improve your results together with colleges, subordinates, peers and superiors in your company. Thanks a lot!",4,en,positive,great course help lot learn understand motivation process figure wrong communicating team improve result college subordinate peer superior company thank lot
time-value-money,"Good things:• Simple, clear concepts that serve as a foundation for further study of finance.• Many examples, repeated often to help gather basic ideas.• A pace that is easy to follow.• Friendly lecturer, even entertaining at times; which makes lessons fun to watch.• Helpful and kind teaching assistants.Not so good things:• Lessons alone don't teach you what you need; they don't even hint at some formulas that are necessary to pass the test.• Because of that, expect to find surprising problems and ideas on tests. You'll need to spend a long time working on them, probably attempt multiple times, and definitely visit the fora to consult with others.• Lack of assignments or already-solved exercises, similar to the ones used on the tests. There are only tests. Self-assessing assignments would be helpful to ""try"" the tests before actually attempting them.• The course is actually 5 weeks long (not 6 as stated, since there's an ""empty"" week). I doubt that's useful as the staff claim (I simply skipped one week and continued normally).• The professor insists repeatedly on a grandiose, philosophical, cheesy view of finance (how it'll make your life so much better, how it's applicable to so many aspects, how money isn't everything) but, in my opinion, betrays that spirit from day one by sticking to the most obvious applications and examples. He could, for example, show how these methods would apply to food supplies, barter, social prestige, trustworthiness, confidence in people or institutions, certainty about logic assertions, or other things that aren't measurable in dollars. He could use real-life examples (disastrous financial decisions in History, GDP of countries, international trade, loans taken by cities or countries, etc), and that would make it so much more engaging (I only remember one question about the price paid for the Manhattan island). He doesn't even use other currencies in examples nor tests.",3,en,neutral,good simple clear concept serve foundation study example repeat help gather basic pace easy friendly lecturer entertaining time make lesson fun helpful kind teach good lesson teach need hint formula necessary pass expect find surprising problem idea test need spend long time work probably attempt multiple time definitely visit fora consult lack assignment solve exercise similar one test test self assess assignment helpful try test actually attempt course actually week long state week doubt useful staff claim simply skip week continue professor insist repeatedly grandiose philosophical cheesy view finance life well applicable aspect money opinion betray spirit day stick obvious application example example method apply food supply barter social prestige trustworthiness confidence people institution certainty logic assertion thing measurable dollar use real life example disastrous financial decision history gdp country international trade loan take city country etc engaging remember question price pay manhattan island use currency example test
swift-programming,"The weekly lectures/assignments did little to prepare for the final assignment. They were short and high level without any coding to back them up.It is possible to blaze through the first four weeks in a couple hours.....and then spend weeks on the final assignment because you will need to learn most of it on your own by looking through api documentation.To the instructors: If you want to see what a good ""intro to language"" course looks like, checkout:https://www.coursera.org/course/programming1",1,en,negative,weekly lecture assignment little prepare final assignment short high level coding possible blaze week couple hour spend week final assignment need learn look api instructor want good intro language course look like checkout course
advanced-writing,"It says 'advanced writing' but it is advanced for college students, not advanced overall. I found it extremely basic.",1,en,negative,say advanced writing advanced college student advanced overall find extremely basic
quantitative-methods,I am learning a lot about how I can evoluate a research and how I can clean my experiments in order to achieve the best results,5,en,positive,learn lot evoluate research clean experiment order achieve good result
global-warming,"The material is very interesting. There a a huge number of quizzes over poorly explained (or not at all explained) models, which would still be an interesting challenge if the models themselves had better explanations. This has been the most frustrating Coursera class I have taken, not because of the subject difficulty, but because of the lack of adequate resources for working with the models.",2,en,negative,material interesting huge number quiz poorly explain explain model interesting challenge model well explanation frustrating coursera class take subject difficulty lack adequate resource work model
time-value-money,"The lectures are good, but in the assignments he asks for tasks that are not at all explained in the videos. For a beginner's course it is way too difficult and time consuming.",2,en,negative,lecture good assignment ask task explain video beginner course way difficult time consume
html-css-javascript,Excellent teacher and course material.,5,en,positive,excellent teacher course material
learning-how-to-learn,"That is an outstanding course! I really learned a lot about how to improve my learning and I am putting this knowledge into practice in many other areas of my life. The distinction of focus mode x diffuse mode helps to understand that learning cannot be an inertial action of only doing the same thing all the time. Variation is extremely important! I also enjoyed a lot the taught techniques like the Pomodoro, which can be life changing, together with spaced learning (I'm using Anki, another course's suggestion), retrieving and interleaving.It also made me deal much better with procrastination! Thank you very much for such an opportunity. I'll take that for the rest of my life and share this knowledge with friends and relatives, to whom I'm going also to reccomend this course!",5,en,positive,outstanding course learn lot improve learning put knowledge practice area life distinction focus mode x diffuse mode help understand learning inertial action thing time variation extremely important enjoy lot teach technique like pomodoro life change spaced learning anki course suggestion retrieving deal well procrastination thank opportunity rest life share knowledge friend relative go reccomend course
cloud-computing,The instructor's lecture sounded too robotic and I feel like he didn't make any effort to explain some of the principles or simplify the course to the audience. It feels like he just copied concepts and pasted them into the lecture and then read them quick.,3,en,neutral,instructor lecture sound robotic feel like effort explain principle simplify course audience feel like copy concept paste lecture read quick
progfun1,Good to absorb Scala as new language. But No farther guidance to how to think in Scala way. Please give some more(additional) exerciser which are real application using framework like Play.,3,en,neutral,good absorb scala new language farth guidance think scala way exerciser real application framework like play
work-smarter-not-harder,"Well explained videos, But very short course. Only 1 or 2 (short) videos per week!",2,en,negative,explain video short course short video week
social-innovation,It is a wonderful course that brings great tools to think and develop ideas towards social innovation. Highly recommend it!,5,en,positive,wonderful course bring great tool think develop idea social innovation highly recommend
machine-learning,What a great class! This was one of the most pleasurable experiences learning something that is both challenging and highly applicable.The effort that was put it into making this class such a success is apparent and well appreciated. Well done!,5,en,positive,great class pleasurable experience learn challenging highly effort make class success apparent appreciate
python-data-analysis,Unorganized and not very useful. The main goal of the course is for you to use Stack Overflow.....SAVE YOURSELF $,1,en,negative,unorganized useful main goal course use stack overflow save
r-programming,Too much stuff is taught without teachings the basics of the language,3,en,neutral,stuff teach teaching basic language
data-scientists-tools,Didn't provide much info beyond the basics of git. Could have skipped this one.,2,en,negative,provide info basic git skip
python-data,Great course.Already taking the next one,5,en,positive,great take
chinese-philosophy,This serves well as a basic intro but not for people who are looking for a deeper dive.,3,en,neutral,serve basic intro people look deep dive
understanding-financial-markets,Great course with amazing lecturers and insightful content. The lecture style was fun interactive and really engaged me.,5,en,positive,great course amazing lecturer insightful content lecture style fun interactive engage
grammar-punctuation,Thank you professor for making this course. Good exercises and examples.,5,en,positive,thank professor make course good exercise example
machine-learning,"Could not take when I was studying at Stanford because of required and important core courses. Taking it now, and it is worth it.",5,en,positive,study stanford required important core course take worth
advanced-r,The first three weeks assigments were way too easy and the answers could be found in the material.The last assignment was very poorly described and the material was very limited in explaining OOP. That meant it took a lot of time figuring out what exactly was needed to complete the assignment and how to do it.Disappointing after a great first course. Hoping the next will be better.,1,en,negative,week assigment way easy answer find assignment poorly describe material limited explain oop mean take lot time figure exactly need complete assignment great course hop well
java-programming,"It is really not for beginners. The first week was ok , but we didn't spend much time coding. Then it was really difficult to follow.",2,en,negative,beginner week ok spend time cod difficult follow
college-life,"The course is very helpful, but it's an extremely messy program and needs more work done to it.",3,en,neutral,course helpful extremely messy program need work
science-of-meditation,"Engaging, challenging course content. Numerous ways to interact with course mates. Appropriate assignments and discussions. Professional and knowledgeable coverage of the content.",5,en,positive,engage challenging course content numerous way interact course mate appropriate assignment discussion professional knowledgeable coverage content
start-your-own-business-2-ideation,"Interesting, gave an unique approach to innovation and creativity.",4,en,positive,interesting give unique approach innovation creativity
craft-of-plot,Auditing is pretty useless with how this class is updated. I can't get peer reviews so my assignments get zero feedback. Coursera didn't used to be like this.Asked about how to be more involved in class discussions and peer reviews a couple days ago and haven't received feedback.,1,en,negative,auditing pretty useless class update peer review assignment zero feedback coursera like involve class discussion peer review couple day ago receive feedback
html-css-javascript,"Gives you needed basics on HTML, CSS and JavaScript for the rest of the specialisation. However, could definitely expand the JS aspects a lot more. Explaining the type system, the prototype chain concepts, making us aware of what the language can and can not do. 1 to 2 more weeks would have been expected from this course.",2,en,negative,give need basic html css javascript rest specialisation definitely expand js aspect lot explain type system prototype chain concept make aware language week expect course
learning-how-to-learn,A really good course that shows you solutions you can consider when you don't know how to learn something.,5,en,positive,good course show solution consider know learn
learning-how-to-learn,very nice course but the quizzes are difficult,4,en,positive,nice course quiz difficult
image-processing,"Materials and topics were good, but the course lacks in two things. They stress more on math and theory. I would suggest additional videos explaining the implementation in matlab would be helpful and would throw more insight to the maths. Second there is no programming assignments, so its a little easy kind of. If the instructor or the TA would help out in giving the assignments and implementation in matlab, then it will be one of the ever-lasting courses",2,en,negative,material topic good course lack thing stress math theory suggest additional video explain implementation matlab helpful throw insight math second programming assignment little easy kind instructor ta help give assignment implementation matlab last course
importance-of-listening,I understand that it's important to know and get familiar with the tools but in my case I already use hootsuite to share and analyse my content. It was very confusing all the tutorials around the platforms.,3,en,neutral,understand important know familiar tool case use hootsuite share analyse content confusing tutorial platform
water-management,"The information presented was interesting, and the instructors were engaging. However, I had major issues with the translation. It was completely literal, and often translated in ways that did not make sense. If I did not have a working knowledge of academic French, I would have been lost. Also, many of the test questions were unclear and did not follow best practices in test taking.",3,en,neutral,information present interesting instructor engage major issue translation completely literal translate way sense work knowledge academic french lose test question unclear follow good practice test taking
wharton-decision-making-scenarios,"This course was okay. It could be improved by incorporating some concepts and principles of a previous course, ""Modeling Risk and Realities"".",3,en,neutral,course okay improve incorporate concept principle previous course model risk reality
cyber-security-domain,I wish that the videos were longer.,3,en,neutral,wish video long
ruby-on-rails-intro,This course and its related courses are rough around the edges. Things are not always intuitive.,2,en,negative,course related course rough edge thing intuitive
arduino-platform,i expected it to be more advanced.,3,en,neutral,expect advanced
what-is-social,"The informations were useful, but the videos were repetitive. This whole course had the amount of informations as one week of many others. If it was free I would have no complaints, but since it is part of a specialization, I expect more. Removing all the fat each week would have 10 minutes worth of material.Also I did not appreciate the length at which the speakers promoted their books.",2,en,negative,information useful video repetitive course information week free complaint specialization expect remove fat week minute worth appreciate length speaker promote book
dog-emotion-and-cognition,"The guy is full of shit. He's just trying to sell you his book and his online game product. He was also obsessed with bragging about all of his accomplishments. I was quite disgusted by him at the end. I paid for the certification, but now I want my money back.",1,en,negative,guy shit try sell book online game product obsess brag accomplishment disgusted end pay certification want money
analytics-business-metrics,A very useful course for budding professionals. Wouldn't recommend this to middle managers / data experts.,3,en,neutral,useful course bud professional recommend middle manager datum expert
data-cleaning,Doesn't worth the effort. You learn the most by searching online tools each time you encounter a problem while solving a quiz problem or following the steps the instructor did.,1,en,negative,worth effort learn search online tool time encounter problem solve quiz problem follow step instructor
machine-learning,Excellent first course in Machine Learning.,5,en,positive,excellent course machine learning
teach-light-color,"I can't even make pre-course survey, which couldn't have wrong answers",1,en,negative,pre course survey wrong answer
statistical-inference,"Homework, lectures, and the quiz are completely out of sync. Bayes rule is introduced and appears in the homework but no where else. Things appear on the quiz that aren't in the home work or lecture. This was put together from scraps of another lecture, but in an incoherent fashion. When Caffo tells the viewer that they'll need to use other resources, he wasn't kidding. I dropped this the first time when I kept introducing things that completely had not been introduced, took another stats class, then came back and aced it. I don't mind accelerated learning or using other resources, but there's guide for which concepts are needed and where coverage for them can be found. This leaves little recourse but to know stats already, or go learn it before taking this course. Otherwise you don't know enough to even go find the pieces you need. Incidentally, the dude who does the lectures for Khan Academy does a fantastic job and the lectures are a joy to watch, though some people might prefer something that moves less slowly and carefully and perhaps they would prefer something that glosses over the fundamental concepts more. If that's the case, I can't say enough good things about Biostatistical Analysis by Zar but thoroughly, logically categorizing statistical methods with short, clear examples, references to the original research, and building up one concept after another in logical order. The chapters are short, but the first 16 or so should give you a good enough foundation to deal with about any intro stats class. As it is, Caffo's presentation needs some serious testing and remodeling, but there's no indication that it'll match what Khan Academy did regardless of how much work goes in. At best, it's a bitter pill you can swallow if you already know the concepts.",1,en,negative,homework lecture quiz completely sync bayes rule introduce appear homework thing appear quiz home work lecture scrap lecture incoherent fashion caffo tell viewer need use resource kid drop time keep introduce thing completely introduce take stat class come ace mind accelerate learn resource guide concept need coverage find leave little recourse know stat learn take course know find piece need incidentally dude lecture khan academy fantastic job lecture joy watch people prefer move slowly carefully prefer gloss fundamental concept case good thing biostatistical analysis zar thoroughly logically categorize statistical method short clear example reference original research build concept logical order chapter short good foundation deal intro stat class caffo presentation need testing remodeling indication match khan academy regardless work go well bitter pill swallow know concept
responsive-web-design,"The course is interesting, the professors are good, they know how and what they have to explain. But the exercises and tests are really easy and do not require lots of knowledge. In fact, seems more like an explanation than a test. So, if you don't practice by yourself you won't learn a thing. Even though Coursera give you an certificate.I would add more and better practical exercises to make this course better.",3,en,neutral,course interesting professor good know explain exercise test easy require lot knowledge fact like explanation test practice will learn thing coursera add well practical exercise course well
finance-for-non-finance-managers,Superficial and not well presented.,1,en,negative,superficial present
robotics-perception,"The videos should be completely reconsidered. Instructors pointing at virtual points on screen does not help at all. The course creators tried to squeeze in many concepts in 4 weeks. More examples should be provided in lectures, not just abstract math (e.g. lectures on projective transformation).",2,en,negative,video completely reconsider instructor point virtual point screen help course creator try squeeze concept week example provide lecture abstract math lecture projective transformation
yingyuyanjiang,"I have some suggestions:1. Use consistent English throughout the course due to this is an English class.2. one ""upload"" button is enough in the assignment . . . so it doesn't confuse people3. Specify the minimum grade to pass the assignment if it 80%, then say 80% . . .However, overall the course is good, and I love learning other culture! Kind of a new experience for me. Thank you very much! ^_^ Xie Xie . . .",3,en,neutral,use consistent english course english upload button assignment confuse specify minimum grade pass assignment overall course good love learn culture kind new experience thank xie xie
gamedesign,"That person should not teach. Nobody. The person is not able to construct a sentence without denial and course has really little information, but lots of empty talking.",1,en,negative,person teach person able construct sentence denial course little information lot talking
executive-data-science-capstone,"Disappointing, thought it would be more involved, perhaps with a real presentation graded by other participants in the course. Was interesting to watch the videos, but it was a 10 minute job. The other parts were OK, but after the Capstone I would hesitate to recommend the course.",1,en,negative,disappointing think involve real presentation grade participant course interesting watch video minute job part ok capstone hesitate recommend course
data-scientists-tools,Great support!,5,en,positive,great support
python-data-analysis,"Course lectures were good, tho at times a little too rapid. The python text appears and disappears too fast to digest, I did a lot of pausing.The early exercises were good, but later ones were finicky. I would prefer more intermediate steps to confirm we're on the right track. In particular the last (huge) exercise was frustrating, just being told I've got it wrong with no feedback on why.",3,en,neutral,course lecture good tho time little rapid python text appear disappear fast digest lot early exercise good late one finicky prefer intermediate step confirm right track particular huge exercise frustrating tell get wrong feedback
learn-korean,"too fast paced, not suited for absolute beginners. first week takes alone about 3 weeks to complete and master",1,en,negative,fast pace suit absolute beginner week take week complete master
python-data,too,1,en,negative,
finance-for-non-finance-managers,Great course to gain a basic understanding of Finance for anyone who is not a finance professional. I highly recommend this course.,5,en,positive,great course gain basic understanding finance finance professional highly recommend course
calculus1,teacher doesn't teach what is on the quizzes. -_-,2,en,negative,teacher teach quiz
cybersecurity-mobility,"In my opinion this is not a course. The contents are a short interview cut up over 4 weeks, fluffed with a myriad of vendor-biased PDFs. The 90s classroom style video editing is annoying to boot.",1,en,negative,opinion course content short interview cut week fluff myriad vendor bias pdfs classroom style video editing annoying boot
motivate-people-teams,Wondeful course,5,en,positive,wondeful course
python-data-analysis,"Positive aspects:Readings were relevant and interesting.I learned a lot.I was challenged.Negative aspects:Programming assignments took SIGNIFICANTLY longer than suggested (I have 20+ years of programming experience and am fluent in 3 programming languages, but I'm new to Python).Course did not provide enough support to learners. You're on your own to learn the material and you won't get timely responses (if any) from the staff. I asked clarifying questions about lecture material on the Discussion Forums and got no response (twice).Several concepts were not taught with appropriate detail / explanation. For example, there was no instruction on how to read error messages in Python.",2,en,negative,positive aspect reading relevant learn aspect programming assignment take significantly long suggest year programming experience fluent programming language new provide support learner learn material will timely response staff ask clarify question lecture material discussion forum get response concept teach appropriate detail explanation example instruction read error message python
java-for-android,"I am relatively experienced programmer trying to just understand the Android app development framework and solve some interesting challenges along the way. I feel the course, was very painstaking in terms of code reviewing other people's work.If I were to break up the time I spent doing the course work, it would be as follows:30 % useful work70 % taking care of course logistics (code review, writing comments on every line of code just so that people being asked to review my work are happy). Why do we have to do so many code reviews? Not every assignment requires people's coding style to be evaluated. It places an unnecessary time burden on people who are taking this course not as full time student. Its also reducing the total amount of knowledge that is being disseminated. We should be learning about Android for 4 more hours rather than reviewing code for other people for 4 more hours.The thing I found most frustrating is that the assignments are trying to force a particular coding style on everyone. Since I am an experienced programmer, I understand the importance of coding style, creating functions and all that. However, how I structure my code and how many comments I write are entirely my choice.Now, while I understand that the course material itself does not ask you to structure code one way or another; the review guidelines that are being given to some very inexperienced programmers, makes them believe that this is the only way things should be done. Its a subtle form of style enforcement which I did not appreciate.",2,en,negative,relatively experienced programmer try understand android app development framework solve interesting challenge way feel course painstaking term code review people break time spend course work useful take care course logistic code review write comment line code people ask review work happy code review assignment require people cod style evaluate place unnecessary time burden people take course time student reduce total knowledge disseminate learn android hour review code people thing find frustrating assignment try force particular cod style experienced programmer understand importance cod style create function structure code comment write entirely understand course material ask structure code way review guideline give inexperienced programmer make believe way thing subtle form style enforcement appreciate
speak-english-professionally,"It's a mix of too much basic and irrelevant tips from different realms: pronounced english (which, in my opinion could be a great course of it's own), public speeking (only the basic of how to deliver which can be sum up to one page) and how to interact with other people (like how to say you are agree or disagree??? I strongly believe that if a person can understand those videos, I'm pretty sure that he knows that 5-years-old-extremly-basic-stuff).As much I like this concept of coursera, ""speak english professionally"" or even ""speak english"" is really a big statement for that course. Actually, from what it seems, the main point of that course is to get the students to purchase the full package of courses that the Georgia Tech Language Institude is offering. If you really like to know a great course that relates to the topic, I strongly advise you to check out the course ""Public Speaking"" by Dr. Matt McGarrity here at coursera. Best of luck.",1,en,negative,mix basic irrelevant tip different realm pronounce english opinion great course public speeking basic deliver sum page interact people like agree disagree strongly believe person understand video pretty sure know year old extremly basic like concept coursera speak english professionally speak english big statement course actually main point course student purchase package course georgia tech language institude offer like know great course relate topic strongly advise check course public speaking dr matt mcgarrity coursera good luck
ml-foundations,"The Lecturers are very enthusiastic, but I was hoping for examples and assignments based on Pandas and Skikit-Learn. Instead the course examples and assignments are based on a machine learning package called Graphlab, that stopped working when it was upgraded to version 2 (there are workarounds that enable it to work locally, but clearly it isn't ""enterprise ready"")",1,en,negative,lecturer enthusiastic hop example assignment base panda skikit learn instead course example assignment base machine learning package call graphlab stop work upgrade version workaround enable work locally clearly enterprise ready
modern-postmodern-1,"On scientific and philosophical reflections there are unbalanced focusing and biased approach to Enlightenment tradition of thoughts and Utilitarions views in particular, on the very contrary to what Prof. Shapiro explains in his MOOC ""Moral Foundations of Politics"".",3,en,neutral,scientific philosophical reflection unbalanced focus biased approach enlightenment tradition thought utilitarion view particular contrary prof shapiro explain mooc moral foundation politic
learning-how-to-learn,Awesome course and a must do for not only students but also for all life long learners...,5,en,positive,awesome course student life long learner
progfun2,"I expected more. Week 2 on streams in my opinion was a very strong week and well worth time and effort. Week 1, 2 and 3 were pretty weak in my opinion. I don't feel like I've learned much or that the exercises reflected what was being taught in the lectures. For example on week 4 the exercises do nothing with futures even though there's 6 lectures on them. Week 3 spends 3 long lectures how to build a discrete simulation application and exercises are about property checking. Course felt disjointed and not really finished. Would NOT recommend and definitely would not pay 79 USD for.",2,en,negative,expect week stream opinion strong week worth time effort week pretty weak opinion feel like learn exercise reflect teach lecture example week exercise future lecture week spend long lecture build discrete simulation application exercise property checking course feel disjointed finish recommend definitely pay usd
teachingscience,This course is not organised so well concerning grading process.....there is a lot of mistakes in the criteria of grading ....also the material is not so good ....I learn nothing new ...... the worst course i took in coursera Actually so no stars goes to this course,1,en,negative,course organise concern grading process lot mistake criterion grade material good learn new bad course take coursera actually star go course
data-scientists-tools,Completely useless. Just a number of boring videos of what you may possibly learn in Data Science Specialization.,1,en,negative,completely useless number boring video possibly learn data science specialization
ruby-on-rails-web-services-mongodb,This course was a challenge. Mostly because some core requirements of the assignments were not explained in the lectures. I spent more time searching google for information than I did the lecture videos because A. the lecture videos are not named or indexed in such a way as to make it easy to figure out which video to rewatch and B. in many cases the particular thing I was trying to do wasn't covered at all. It may be the instructors teaching style to get you to research yourself but I could have done that without paying for the course.,3,en,neutral,course challenge core requirement assignment explain lecture spend time search google information lecture video lecture video name index way easy figure video rewatch case particular thing try cover instructor teach style research pay course
progfun1,"Fascinating course. I've been studying scala with book and internet before I found this course. During that time I felt something not enough to get into scala programming. Because I can't really feel what is functional programming is. Now, after finish it, I think I can say what it is. It's broad my sight in programming world.It was very helpful course. Thank you!",4,en,positive,fascinating course study scala book internet find course time feel scala programming feel functional programming finish think broad sight programming helpful course thank
wharton-introduction-spreadsheets-models,This is a great course for beginners! Each step is explained thoroughly with great demonstration which makes it easier for me to keep up and understand.,5,en,positive,great course beginner step explain thoroughly great demonstration make easy understand
machine-learning,"a very, impressive course",5,en,positive,impressive course
learning-how-to-learn,This was very informative course on memory and learning. I have learned so many new techniques and am learning how to apply them in real life. Thank you for the course.,5,en,positive,informative course memory learning learn new technique learn apply real life thank course
work-smarter-not-harder,Good course I liked it. Very useful,3,en,neutral,good course like useful
marketing-digital,"This is a valuable course which tells you new innovative concepts about digital marketing, but I think many ideas introduced here are going to work for large businesses. so as a small business owner this course is not perfect for me.",3,en,neutral,valuable course tell new innovative concept digital marketing think idea introduce go work large business small business owner course perfect
